;App Name;App Id;Category;Rating;Rating Count;Installs;Minimum Installs;Maximum Installs;Free;Price;Currency;Size;Minimum Android;Developer Id;Developer Website;Developer Email;Released;Last Updated;Content Rating;Privacy Policy;Ad Supported;In App Purchases;Editors Choice;Scraped Time;Big_Category2;App;Image
208;Změňte.to;cz.mforce.zmenteto;Travel & Local;3.2;189.0;5,000+;5000.0;8227;True;0.0;USD;13M;5.0 and up;Hlavní město Praha;http://zmente.to/;info@zmente.to;Jul 22, 2019;Apr 06, 2021;Everyone;http://zmente.to/podminky;False;False;False;2021-06-16 05:22:58;Lifestyle;;
209;T-Mobile Device Unlock (Google Pixel Only);com.tmobile.grsuapp;Tools;3.0;545.0;1,000,000+;1000000.0;1066593;True;0.0;USD;1.5M;4.4 and up;T-Mobile USA;http://www.t-mobile.com;GooglePlaySupport@T-Mobile.com;May 7, 2019;Aug 25, 2020;Everyone;http://www.t-mobile.com/privacy;False;False;False;2021-06-16 10:48:17;Tools;;
210;Impossible Limo Driving;com.freegames.impossiblelimodriving;Simulation;4.2;318.0;50,000+;50000.0;99321;True;0.0;USD;Varies with device;4.0.3 and up;Tap - Free Games;;freetapgames@gmail.com;Sep 18, 2017;Nov 02, 2019;Everyone;http://tapfreegames.com/index.php/privacypolicy/;True;True;False;2021-06-16 11:01:12;Games;;
211;IE Speaking Practice;com.dmc.ie;Education;4.0;327.0;10,000+;10000.0;43689;True;0.0;USD;5.0M;2.3 and up;Mai Dung;http://iespeaking.net;ie@iespeaking.net;May 9, 2016;Nov 01, 2017;Everyone;http://iespeaking.net/privacy.html;True;True;False;2021-06-16 09:13:38;Education;;
212;Курсы валют Казахстана;ab.exchangerate;Finance;4.7;4785.0;100,000+;100000.0;174039;True;0.0;USD;7.3M;5.0 and up;Yurchuk Viktor;https://kursyvalut.kz;sanekhostkz@gmail.com;Jun 25, 2017;Jan 29, 2021;Everyone;https://kursyvalut.kz/privacy/exchangeratekz.html;True;False;False;2021-06-16 04:55:37;Business;;
213;PanoCollage for Instagram;com.collagorama;Social;3.8;107.0;10,000+;10000.0;14870;True;0.0;USD;12M;4.1 and up;MaximBuilds;https://www.panocollage.com/;panocollage@gmail.com;Apr 11, 2018;May 03, 2018;Everyone;https://www.panocollage.com/privacy-policy;True;True;False;2021-06-16 02:05:42;Lifestyle;;
214;Mitron - India's Original Short Video App | Indian;com.mitron.tv;Social;3.8;399240.0;10,000,000+;10000000.0;24929290;True;0.0;USD;94M;5.0 and up;MitronTV;https://mitron.tv;info@mitron.tv;Apr 11, 2020;Jun 02, 2021;Teen;https://mitron.tv/privacy.html;False;False;False;2021-06-16 13:10:56;Lifestyle;;
215;Train Derby Demolition - Car Destruction Simulator;com.train.derby.demolition.car.destruction.simulator;Travel & Local;4.6;668.0;100,000+;100000.0;387254;True;0.0;USD;Varies with device;5.0 and up;Gamez.io;https://af418c793.app-ads-txt.com;gamez.io4567@gmail.com;Apr 13, 2019;Aug 26, 2020;Teen;https://privacygamezio.blogspot.com/2019/04/blog-post.html;True;True;False;2021-06-16 03:55:07;Lifestyle;;
216;Secad – atualização em saúde;br.com.secad;Education;4.7;587.0;10,000+;10000.0;30992;True;0.0;USD;11M;5.0 and up;Artmed Panamericana;http://www.secad.com.br;info@secad.com.br;Jan 23, 2020;Jun 07, 2021;Everyone;https://www.secad.com.br/politica-de-privacidade/;False;False;False;2021-06-15 20:40:13;Education;;
217;Bogdan De La Ploiesti - melodii fara net;com.samirov.bogdan_de_la_ploiesti;Music & Audio;4.4;145.0;10,000+;10000.0;17298;True;0.0;USD;59M;4.4 and up;Samirov;https://aboud.sarsora.com/;samirov.ring@gmail.com;Aug 30, 2020;Aug 30, 2020;Everyone;https://aboud.sarsora.com/;True;False;False;2021-06-15 21:27:36;Entertainment;;
218;Solitaire Legend Puzzle - Classic solitaire game;com.catool.solitaire.card;Card;4.5;1162.0;100,000+;100000.0;334845;True;0.0;USD;43M;4.1 and up;AURORA STUDIOS;http://www.aurorastudio8.com/;derekwalcottyluna@gmail.com;Nov 1, 2017;Jul 02, 2020;Teen;https://sites.google.com/view/auroraapplock/homepage;True;False;False;2021-06-16 09:15:10;Games;;
219;Color Mixer Live Wallpaper;pl.mawo78.wallpaper.colormixer;Personalization;4.2;210.0;10,000+;10000.0;15651;True;0.0;USD;2.5M;2.3 and up;Marcin Wojciechowski;https://www.facebook.com/mawo78soft;mawo78@gmail.com;Oct 8, 2013;Nov 03, 2015;Everyone;http://www.mawo78.eu/privacy-policy/;True;False;False;2021-06-16 01:56:01;Tools;;
220;Bumper Car Smash Racing Arena;com.fya.crashracing.stuntarena.bumpercars.cardrivinggames;Travel & Local;3.9;538.0;100,000+;100000.0;448386;True;0.0;USD;59M;5.1 and up;Stallion Games;http://stalliongames.com/app-ads.txt;5year.feedback@gmail.com;Jul 22, 2019;Aug 31, 2020;Everyone;https://docs.google.com/document/d/1EK0XhvsytCxFufdS_bGhk-8-cHRqmTXGEFU6B3LvJXU/edit;True;True;False;2021-06-16 03:28:40;Lifestyle;;
221;Astronacci;id.compro.astronacci;Business;4.3;151.0;10,000+;10000.0;25284;True;0.0;USD;14M;4.4 and up;Astronacci;https://astronacci.com/;info@astronacci.com;Nov 13, 2018;May 20, 2021;Teen;https://compro.id/privacy-policy;True;False;False;2021-06-16 13:45:04;Business;;
222;Offraod Luxury Suv Prado Driving Simulator 2020;com.cosplaystudio.offroad.luxury.prado.game;Simulation;3.5;1308.0;100,000+;100000.0;368019;True;0.0;USD;42M;4.1 and up;Blasters Cosplay Gamer;http://blasterscosplaygamer.com/;waqasshaukatshukatalicheema@gmail.com;May 17, 2020;May 17, 2020;Everyone;https://sites.google.com/view/cosplaystudio/home;True;False;False;2021-06-16 02:05:40;Games;;
223;Voice Recorder;com.sevegame.voicerecorder;Productivity;4.3;6068.0;1,000,000+;1000000.0;1816830;True;0.0;USD;12M;7.0 and up;EZ Mobile;http://update.corntree.net;support@sevegame.com;Nov 8, 2017;Mar 31, 2021;Everyone;https://horoscope.corntree.net/privacy/policy;True;False;False;2021-06-16 06:44:23;Tools;;
224;Amino para Death Note;com.narvii.amino.x114381531;Social;4.7;828.0;10,000+;10000.0;18777;True;0.0;USD;94M;4.4 and up;Amino Apps;http://aminoapps.com;ayuda@aminoapps.com;Nov 9, 2016;Dec 11, 2020;Teen;http://narvii.com/privacy;False;False;False;2021-06-15 22:03:39;Lifestyle;;
225;Bike Racing 2020 - Speed Street Racing in Traffic;com.maxplaygames.bikeracing2020;Racing;4.0;149.0;50,000+;50000.0;59357;True;0.0;USD;Varies with device;4.4 and up;MaxPlay Games;https://maxplaygames-9bac2.firebaseapp.com/;info.maxplaygames@gmail.com;Mar 26, 2020;Mar 04, 2021;Everyone;;True;True;False;2021-06-16 14:51:25;Games;;
226;Best Level (Bubble & Laser);pl.netigen.bestlevel;Tools;4.5;602.0;1,000,000+;1000000.0;4319004;True;0.0;USD;4.6M;5.0 and up;Netigen Tools;http://tools.netigen.pl/;mobile@netigen.pl;Jul 21, 2014;Apr 09, 2021;Everyone;http://www.netigen.pl/privacy;True;True;False;2021-06-16 08:37:15;Tools;;
227;IPTV Lite - HD IPTV Player;com.appsgallery.lite.iptv;Video Players & Editors;4.4;5519.0;1,000,000+;1000000.0;1057587;True;0.0;USD;7.9M;4.2 and up;AppTech Gallery;https://apptechgallerypp.blogspot.com;appsgallery.help@gmail.com;Oct 7, 2019;May 18, 2021;Everyone;https://apptechgallerypp.blogspot.com/2019/10/iptv-lite-universal-m3u-hd-media-player.html;True;False;False;2021-06-16 06:07:25;Tools;;
228;Advance Battery Saver 2021 - Battery Optimizer;com.mastercleann.batteryanalyzer;Tools;4.4;2015.0;100,000+;100000.0;167397;True;0.0;USD;4.9M;4.4 and up;Advance App 2020;https://developerandroid.in/;mkhandelwal.mk@gmail.com;Apr 19, 2018;Feb 08, 2021;Everyone;https://sites.google.com/view/advanceapp2020/home;True;False;False;2021-06-16 15:02:40;Tools;;
229;Smoke Effect Photo Frames;com.pavahainc.smokeeffectphotoframes;Photography;4.0;989.0;500,000+;500000.0;860866;True;0.0;USD;22M;4.0.3 and up;Pavaha Lab;http://letapps.com;pavahainc@gmail.com;Jul 30, 2018;Jan 30, 2020;Everyone 10+;http://letapps.com/privacy.html;True;False;False;2021-06-16 12:39:09;Entertainment;;
230;PAI Health;com.paihealth.pai;Health & Fitness;2.8;304.0;10,000+;10000.0;33210;True;0.0;USD;37M;4.1 and up;PAI Health Inc.;;support@paihealth.com;Jan 13, 2020;May 31, 2021;Everyone;https://www.paihealth.com/terms/;False;False;False;2021-06-16 05:33:12;Lifestyle;;
231;Focus Sat;nl.streamgroup.focussat;Entertainment;3.3;779.0;50,000+;50000.0;68817;True;0.0;USD;Varies with device;Varies with device;Canal+ Luxembourg S. à r.l.- all rights reserved;https://www.focussat.ro/;info@m7group.eu;Nov 12, 2019;Jun 10, 2021;Teen;https://www.focussat.ro/pdf/informare-cu-privire-la-prelucrarea-datelor-cu-caracter-personal/;False;False;False;2021-06-16 09:25:05;Entertainment;;
232;لوحة الرسم (للصغار والكبار);net.n3raf.myfundraw;Productivity;3.7;356.0;100,000+;100000.0;124230;True;0.0;USD;1.3M;2.3 and up;N3raf;https://n3raf.blogspot.com/;alnour98@gmail.com;Mar 29, 2014;Mar 29, 2014;Everyone;http://n3raf.blogspot.com/2018/07/privacy-policy.html;True;False;False;2021-06-16 00:56:14;Tools;;
233;Kenwood International Recipe;com.kenwood.kitchenapp.prod;Lifestyle;1.6;257.0;10,000+;10000.0;49246;True;0.0;USD;3.7M;2.3 and up;Kenwood Limited;http://www.kenwoodworld.com;customer.experience@kenwood.co.uk;;Sep 14, 2016;Everyone 10+;http://www.kenwoodworld.com/en-int/terms-conditions/privacy-policy;False;False;False;2021-06-16 02:56:10;Lifestyle;;
234;4 Pics 1 Word Puzzle;com.sgg.pics;Casual;4.3;22495.0;100,000+;100000.0;368881;True;0.0;USD;20M;2.0 and up;Second Gear Games;http://www.secondgeargames.com;play@secondgeargames.com;Mar 4, 2013;Feb 01, 2019;Everyone;https://www.secondgeargames.com/privacy-policy/;True;True;False;2021-06-16 02:53:24;Games;;
235;Blossom Garden Flower Shop - Match 3 Puzzle Game;blossom.garden.flower.shop;Puzzle;4.6;144.0;5,000+;5000.0;9291;True;0.0;USD;Varies with device;2.3 and up;match games blast;;matchgamesblast@gmail.com;Oct 18, 2017;Oct 18, 2017;Everyone;https://ihads.herokuapp.com/privacy/doc.html;True;True;False;2021-06-16 06:21:05;Games;;
236;Uramobil: carsharing in Ekaterinburg & Chelyabinsk;ru.uramobil.app;Auto & Vehicles;2.7;1731.0;50,000+;50000.0;89661;True;0.0;USD;21M;4.1 and up;Uramobil;http://uramobil.ru;uramobil@yandex.ru;May 21, 2018;Apr 13, 2021;Everyone;https://uramobil.ru/uramobil_privacy_policy_eng.pdf;False;False;False;2021-06-16 05:47:50;Lifestyle;;
237;Bokeh Watch Face;cz.dmn.bokehwatchface;Personalization;3.5;307.0;10,000+;10000.0;46968;True;0.0;USD;7.4M;4.3 and up;Tomáš Kletzander;http://android.dmn.cz/bokeh-watch-face/;android@dmn.cz;Jan 15, 2015;May 12, 2015;Everyone;;False;False;False;2021-06-15 20:58:51;Tools;;
238;Sax Live Talk - Stranger Video Call;com.orangecall.freevideocalling;Social;3.7;220.0;100,000+;100000.0;147163;True;0.0;USD;23M;5.0 and up;OrangeCall - Video Calling;;orangecalltalk@gmail.com;Jul 27, 2019;Dec 25, 2020;Mature 17+;https://orangevideocalling.blogspot.com;True;False;False;2021-06-16 08:22:34;Lifestyle;;
239;Falastro - Günlük Ücretsiz Kahve Falı Bak;com.cagadalabs.falciabla;Entertainment;4.6;27460.0;500,000+;500000.0;635023;True;0.0;USD;16M;6.0 and up;Samur;http://falastro.co;destek@falastro.co;May 18, 2017;Apr 19, 2021;Everyone;http://dertloji.com/falciabla/index.html;True;True;False;2021-06-16 02:06:05;Entertainment;;
240;K-Cyber Trade;com.settrade.streaming.ks;Finance;4.5;1245.0;100,000+;100000.0;258307;True;0.0;USD;11M;5.0 and up;Settrade.Com Co., Ltd.;http://www.kasikornsecurities.com ;KS.Ebusiness@kasikornsecurities.com;Sep 24, 2015;May 28, 2021;Everyone;http://www.kasikornsecurities.com;False;False;False;2021-06-16 00:32:37;Business;;
241;Local Weather Forecast;tools.weather.forecast;Weather;4.5;26104.0;5,000,000+;5000000.0;5212986;True;0.0;USD;22M;5.0 and up;Tools Dev;https://toolsdev.applinzi.com;tools.mobnet@gmail.com;Dec 23, 2016;May 26, 2021;Everyone;http://privacypolicy.oss-us-west-1.aliyuncs.com/Tools_Dev/privacyPolicy.txt;True;False;False;2021-06-16 05:06:16;Tools;;
242;Back Wars;air.BackWars;Strategy;4.0;29683.0;1,000,000+;1000000.0;3437620;True;0.0;USD;Varies with device;Varies with device;MDickie;http://www.MDickie.com;mat@mdickie.com;Jul 7, 2018;Apr 14, 2021;Mature 17+;http://www.mdickie.com/privacy.htm;True;True;False;2021-06-16 06:28:18;Games;;
243;Are you related? Affordable Face DNA Photo App;com.facednatest;Lifestyle;4.6;838.0;100,000+;100000.0;164494;True;0.0;USD;24M;6.0 and up;DNA Paternity & Ancestry Coupons - FaceDNAtest.com;https://facednatest.com;facednatest@gmail.com;Apr 25, 2019;May 31, 2021;Everyone;https://facednatest.com/terms-and-conditions/#privacy-policy;False;False;False;2021-06-16 07:49:15;Lifestyle;;
244;Bellabeat;com.bellabeat.cacao;Health & Fitness;3.8;2427.0;100,000+;100000.0;454961;True;0.0;USD;47M;5.0 and up;Bellabeat, Inc.;https://www.bellabeat.com;support@bellabeat.com;Jul 10, 2015;May 19, 2021;Teen;https://bellabeat.com/privacy-policy/;False;True;False;2021-06-16 05:39:34;Lifestyle;;
245;Super Smart Cleaner : Clear RAM, Booster Clean;com.smartapps.max.ram.booster.cleaner.speed;Personalization;4.3;13639.0;100,000+;100000.0;143032;True;0.0;USD;6.7M;4.0 and up;SmartApps Production;https://smartapps.ufitechsol.com/;psmartapps@gmail.com;Dec 29, 2018;Mar 11, 2021;Everyone;https://docs.google.com/document/d/17YeD799YuC5264Qiz5lh05q8e8fdGY5fpE6TRhcDhjs;True;False;False;2021-06-16 12:23:16;Tools;;
246;San Francisco 49ers;com.yinzcam.nfl.sf;Sports;4.7;10061.0;500,000+;500000.0;703658;True;0.0;USD;Varies with device;5.0 and up;SF 49ers;http://49ers.com/;digitalmedia@49ers.com;Sep 17, 2010;May 14, 2021;Everyone;http://www.49ers.com/about-us/privacy-policy.html;True;False;False;2021-06-15 20:51:59;Entertainment;;
247;Antrian - KRESNO;com.rsud.rsud.rsudrembang3;Health & Fitness;3.9;281.0;10,000+;10000.0;17446;True;0.0;USD;6.3M;4.1 and up;RSUD DR. R SOETRASNO REMBANG;https://www.rsurembang.co.id;rsuddrrsoetrasnorembang@gmail.com;Sep 8, 2018;Oct 17, 2018;Everyone;https://www.rsurembang.co.id;False;False;False;2021-06-15 20:33:34;Lifestyle;;
248;OpenGL ES Examples;com.learnopengles.android;Libraries & Demo;4.4;414.0;50,000+;50000.0;55504;True;0.0;USD;262k;2.2 and up;Learn OpenGL ES;http://www.learnopengles.com;contact@learnopengles.com;May 29, 2011;Jul 14, 2012;Everyone;;False;False;False;2021-06-16 11:04:45;Games;;
249;قصص وعبر - حكايات ممتعه;com.abdelmonem.stories;Books & Reference;4.4;519.0;50,000+;50000.0;74668;True;0.0;USD;3.9M;4.0.3 and up;PerfecDev Inc.;https://droidy-apps.blogspot.com/;abdelmonemezzat1994@gmail.com;Feb 28, 2017;Feb 29, 2020;Everyone;https://sites.google.com/view/droidyapps/privacy-policy;True;False;False;2021-06-15 22:39:08;Entertainment;;
250;Boogie Board Jot;com.kentdisplays.jot;Productivity;2.7;1405.0;100,000+;100000.0;195477;True;0.0;USD;7.7M;4.4 and up;Kent Displays, Inc.;http://www.myboogieboard.com/;support@kentdisplays.com;Dec 17, 2015;Oct 17, 2018;Everyone;https://myboogieboard.com/apps/jot-android.html;False;False;False;2021-06-16 08:09:45;Tools;;
251;القرآن المجيد Quran Majeed;org.ksmobileapps.Quran;Books & Reference;4.5;396.0;50,000+;50000.0;68477;True;0.0;USD;9.6M;2.3 and up;KS Mobile Apps;http://www.ksmobileapps.com/;info@ksmobileapps.com;Jan 25, 2014;Sep 28, 2016;Everyone;;True;False;False;2021-06-16 04:20:10;Entertainment;;
252;Call Blocker;com.androidrocker.callblocker;Business;4.4;237954.0;10,000,000+;10000000.0;12024896;True;0.0;USD;5.6M;4.1 and up;AndroidRock;http://www.guiyuan0316.com/;androidrocker@163.com;Aug 9, 2015;Jan 20, 2021;Everyone;http://arcallblockerprivacypolicy.blogspot.com/2016/07/call-blocker-privacy-policy.html;True;False;False;2021-06-16 05:46:27;Business;;
253;Pokebattler Raid Party;com.pokebattler.raidParty;Tools;3.3;153.0;50,000+;50000.0;51362;True;0.0;USD;61M;5.0 and up;Battler Empire, LLC;https://www.pokebattler.com;admin@pokebattler.com;Jun 25, 2020;Apr 14, 2021;Everyone;https://www.pokebattler.com/privacy;False;True;False;2021-06-16 01:30:39;Tools;;
254;Colony Commander:World Domination 4X Strategy MMO;com.amirasaraf.colonymanager;Strategy;4.5;128.0;10,000+;10000.0;11388;True;0.0;USD;65M;7.0 and up;Asaraf Amir;;amir.asaraf@gmail.com;Dec 8, 2020;Apr 23, 2021;Teen;http://34.221.114.181:8080/gota/private_policy;True;True;False;2021-06-16 08:31:29;Games;;
255;Playful Monkey;air.G2JPlayfulMonkey;Adventure;4.2;245.0;10,000+;10000.0;26946;True;0.0;USD;16M;2.3 and up;Games2Jolly;http://www.games2jolly.com;games2jolly@gmail.com;Jan 9, 2017;Mar 17, 2017;Teen;http://www.games2jolly.com/page/privacy-policy;True;False;False;2021-06-15 22:52:51;Games;;
256;Carro 100%;sindipecas.brmobile.com.br.sindipecas;Tools;3.1;183.0;10,000+;10000.0;12676;True;0.0;USD;15M;4.1 and up;Sindipeças;http://www.carro100.com.br;contato@carro100.com.br;May 3, 2016;Jun 06, 2019;Everyone;http://carro100.com.br/app-pages/termos.html;False;False;False;2021-06-16 02:06:50;Tools;;
257;Quento;nl.q42.quento;Puzzle;3.9;4656.0;100,000+;100000.0;284486;True;0.0;USD;2.9M;4.1 and up;Q42;http://quento.nl;support@q42games.com;Jan 25, 2013;Aug 31, 2018;Everyone;https://quento.com/privacypolicy.html;False;True;False;2021-06-16 14:18:57;Games;;
258;Birthday Photo Frame - Collage Maker & Bday Status;com.birthday.photoframe.collage.greeting.status;Photography;4.2;397.0;100,000+;100000.0;179014;True;0.0;USD;20M;4.1 and up;DREAM PHOTO LAB;https://dreamworldinfosoft.com;dreamphotolab2016@gmail.com;Sep 26, 2018;May 25, 2021;Everyone;https://dreamphotolab.blogspot.com/p/blog-page.html;True;False;False;2021-06-16 10:46:20;Entertainment;;
259;أسباب النزول  - للواحدي;so.ateya.ahmed.tanzeel_reason;Books & Reference;4.4;176.0;10,000+;10000.0;25989;True;0.0;USD;8.9M;4.1 and up;So Smart Apps;https://cf51b5ad9.app-ads-txt.com;sosmartapp635@gmail.com;Jul 12, 2019;Nov 23, 2020;Everyone;https://somsmartappsblog.blogspot.com/2019/02/blog-post_12.html;True;False;False;2021-06-16 13:32:16;Entertainment;;
260;Xperia™ Theme | similar;com.mkninc.ios10xperiatheme;Personalization;3.8;920.0;100,000+;100000.0;244804;True;0.0;USD;26M;4.4 and up;The Gosa;https://www.facebook.com/themexperia;support@mkninc.ru;Aug 21, 2016;Nov 21, 2018;Everyone;;True;False;False;2021-06-16 04:09:53;Tools;;
261;GO SMS Pro Z Glass Theme EX;com.jb.gosms.theme.getjar.glass;Personalization;4.0;24173.0;1,000,000+;1000000.0;2817975;True;0.0;USD;2.2M;1.6 and up;ZT.art;http://gosms.goforandroid.com;gosms@goforandroid.com;Nov 26, 2013;Jul 10, 2014;Everyone;http://d2prafqgniatg5.cloudfront.net/soft/file/term/1122/gosmstheme-privacy.html;False;True;False;2021-06-16 09:11:19;Tools;;
262;WAR TURTLE;com.radix.turtle;Arcade;4.0;115.0;5,000+;5000.0;6432;True;0.0;USD;4.2M;2.2 and up;Radix;;radixdeveloper@gmail.com;Aug 2, 2012;Jul 05, 2013;Everyone;;False;True;False;2021-06-16 01:44:05;Games;;
263;머니야 가계부 - 영수증 자동 스캔, 청정원·종가집 포인트 적립, 문자 자동정리 가계부;com.moneya.app;Finance;4.2;202.0;10,000+;10000.0;29109;True;0.0;USD;17M;5.0 and up;Marketpro Co., Ltd;http://www.marketpro.co.kr;contact@marketpro.co.kr;Oct 9, 2018;Jan 25, 2021;Everyone;http://m15.moneya.kr/moneyatrue/youngcart/bbs/privacy_policy.php;False;False;False;2021-06-16 06:31:40;Business;;
264;DDB TUTORIAL;co.jarvis.ddb;Education;4.8;110.0;500+;500.0;917;True;0.0;USD;39M;4.2 and up;Education Galaxy Media;;support@classplus.co;Dec 18, 2019;Jun 14, 2021;Everyone;https://classplusapp.com/privacy.html;False;False;False;2021-06-16 02:51:10;Education;;
265;Smudge Adventure;br.com.turmadamonica.cascao;Action;4.5;308097.0;10,000,000+;10000000.0;10559000;True;0.0;USD;44M;2.3 and up;Mauricio de Sousa Produções;http://www.monica.com.br;suporte_msp@insanemedia.com.br;Apr 3, 2014;Apr 02, 2015;Everyone;https://www.insanemedia.com.br/caixa-de-quadrinhos;True;False;False;2021-06-16 09:04:31;Games;;
266;Free Spanish Keyboard & Spanish language keyboard;com.keyboard.inputmethod.fast.typing.lite.keypad.free.emoji.english.language.spanishkeyboard.spainkeyboard;Tools;3.9;168.0;50,000+;50000.0;67190;True;0.0;USD;16M;5.0 and up;The Colorful Themes  Keyboard;https://q4832d3c9.app-ads-txt.com;colorthemekeyboard@gmail.com;Feb 13, 2019;Nov 11, 2020;Everyone;https://colorthemekeyboard.blogspot.com/p/privacy-policy_30.html;True;False;False;2021-06-16 00:13:00;Tools;;
267;Iman Umeed Aur Mohabbat by Umera Ahmed - Offline;com.aarishapps.ImanUmeedAurMohabbat.UmeraAhmed;Books & Reference;4.0;986.0;10,000+;10000.0;33120;True;0.0;USD;22M;4.1 and up;Aarish Apps;https://jdc365529.app-ads-txt.com/;aarishapps@gmail.com;Nov 1, 2018;Oct 15, 2020;Everyone;https://www.freeprivacypolicy.com/privacy/view/2a27330637c1398a015d1000c2826f7d;True;False;False;2021-06-16 02:47:41;Entertainment;;
268;Merge Mansion - The Mansion Full of Mysteries;com.everywear.game5;Puzzle;4.4;98571.0;1,000,000+;1000000.0;4553464;True;0.0;USD;98M;6.0 and up;Metacore Games Oy;https://metacoregames.com/;support@metacoregames.com;Sep 16, 2020;May 19, 2021;Everyone;https://everyweargames.com/privacy-policy/;False;True;False;2021-06-16 07:40:59;Games;;
269;Unlimited Stickers for WA: Updated Emojis Stickers;com.continental.forwa.wastickerapp.unlimited.emojis.stickers;Communication;4.9;118.0;5,000+;5000.0;9201;True;0.0;USD;4.3M;4.1 and up;Continental Apps Store;;feedback.continentalapps@gmail.com;Aug 10, 2020;Sep 21, 2020;Mature 17+;https://sites.google.com/view/privacy-policy-sticker-app/home;True;False;False;2021-06-16 10:30:01;Tools;;
270;Drink Water Reminder: Water Tracker, Alarm app;com.thetamobile.waterreminder;Health & Fitness;4.1;106.0;10,000+;10000.0;43559;True;0.0;USD;5.6M;4.0.3 and up;Fitness Lab;http://fitnesslabsstore.com/;workoutappsstd@gmail.com;Sep 15, 2017;Sep 15, 2017;Everyone;https://s3-us-west-2.amazonaws.com/thetaapps/PrivacyPolicy.htm;True;False;False;2021-06-16 09:13:18;Lifestyle;;
271;كويك واي فاي لبيع كروت شبكات الواي فاي وشحن فوري;com.anwarprogramer.wifiyemenapp;Business;3.9;277.0;10,000+;10000.0;22580;True;0.0;USD;8.0M;4.1 and up;Anwar Abdullah ALjadabi;https://www.facebook.com/AnwarProg;quicksoft2020@gmail.com;Dec 18, 2019;Sep 01, 2020;Everyone;https://www.facebook.com/AnwarProg;False;False;False;2021-06-15 22:38:03;Business;;
272;Potato Recipes;dil.potato_recipe;Food & Drink;4.4;809.0;100,000+;100000.0;279878;True;0.0;USD;4.8M;4.1 and up;DIL;https://dilapps.com;dilstudioteam@gmail.com;Feb 3, 2016;Sep 26, 2019;Everyone;https://dilapps.com/fb-privacy-policy.html;True;True;False;2021-06-15 23:34:55;Entertainment;;
273;Costa Vida;com.punchh.costavida;Lifestyle;4.3;991.0;100,000+;100000.0;233179;True;0.0;USD;42M;5.0 and up;PunchhTech;http://punchh.com;help@punchh.com;Oct 14, 2015;Feb 17, 2021;Everyone;https://www.costavida.com/privacy;False;False;False;2021-06-15 21:07:58;Lifestyle;;
274;SOMOY TV LIVE | সময় টিভি লাইভ | LIVE TV;io.gonative.android.zypdbr;News & Magazines;4.2;127.0;50,000+;50000.0;66735;True;0.0;USD;3.9M;4.1 and up;BestApps4;;funbangla.com.bd@gmail.com;Nov 17, 2020;Dec 12, 2020;Everyone;https://funbangla.com.bd/page.php?name=terms-toa;False;False;False;2021-06-15 22:51:16;Entertainment;;
275;Minhas Contas;br.com.vieirapk.minhascontas1;Finance;3.9;643.0;50,000+;50000.0;81272;True;0.0;USD;5.3M;4.1 and up;Jorge Rodrigues;;vieirapk@gmail.com;Apr 20, 2015;Jun 04, 2019;Everyone;https://www.roversretreat.org/apps_policies/minhas_contas_plus.html;True;True;False;2021-06-16 10:11:57;Business;;
276;YourVPN - Best Free VPN - Unlimited and Secure VPN;com.best.freevpn;Tools;3.8;2548.0;100,000+;100000.0;263674;True;0.0;USD;7.1M;5.0 and up;Free Tools Inc.;https://freetoolsincorporation.blogspot.com/;aleja.sgsst@gmail.com;Jan 8, 2019;Apr 27, 2020;Everyone;https://alejasgsst.wixsite.com/freetools/privacy-policy-tuvpn;True;True;False;2021-06-15 22:35:08;Tools;;
277;A.T.U now;com.staffbase.atu;Communication;3.0;198.0;50,000+;50000.0;55965;True;0.0;USD;30M;6.0 and up;A.T.U Auto-Teile-Unger Handels GmbH & Co. KG;https://staffbase.com;now@de.atu.eu;Feb 13, 2017;Apr 29, 2021;Everyone;https://atu-now.staffbase.com/legal/datenschutzerklaerung;False;False;False;2021-06-16 05:56:15;Tools;;
278;Automobile News & Reviews;com.zumobi.android.automobile;News & Magazines;3.9;5467.0;100,000+;100000.0;428386;True;0.0;USD;32M;4.1 and up;Motor Trend Group LLC;http://www.automobilemag.com;support@automobilemag.com;Aug 27, 2010;Jun 14, 2019;Everyone;http://www.ten-discovery.com/privacy/;True;False;False;2021-06-16 10:49:19;Entertainment;;
279;Tibyan ul Quran - Maulana Ghulam Rasool Saeedi;com.atq.quranemajeedapp.org.tibyan;Education;4.8;459.0;50,000+;50000.0;60001;True;0.0;USD;23M;4.1 and up;UsmanPervez;;usman.pervez18@gmail.com;Dec 3, 2017;Feb 12, 2021;Everyone;;False;False;False;2021-06-16 00:57:55;Education;;
280;Stork — Pregnancy Tracker & Calendar App;com.minskapple.beremennostplusfree;Medical;4.2;514.0;50,000+;50000.0;89046;True;0.0;USD;131M;6.0 and up;Tapston Development, LLC;https://tapston.com;stork@tapston.com;Jan 15, 2018;May 23, 2021;Everyone;https://tapston.com/la3b88p;False;True;False;2021-06-16 05:22:01;Lifestyle;;
281;Amazing Rope Man hero - Strange gangster Vegas;com.amazing.rope.man.hero.strange.gangster.vegas;Comics;3.7;251.0;100,000+;100000.0;196971;True;0.0;USD;51M;4.3 and up;2k19 games;;newfreefungamesstudio@gmail.com;Mar 5, 2019;Aug 23, 2019;Teen;https://sites.google.com/view/newaction3dgamesprivacy/home;True;False;False;2021-06-15 23:56:07;Entertainment;;
